0.083550 -0.657122 -0.300311 7.281864 0.916542 0.200865
0.101536 -0.654858 -0.299815 7.256134 1.082491 0.276842
0.119459 -0.652184 -0.299131 7.225866 1.247736 0.352633
0.137306 -0.649102 -0.298260 7.191082 1.412176 0.428193
0.155068 -0.645614 -0.297203 7.151803 1.575710 0.503474
0.172733 -0.641722 -0.295959 7.108055 1.738238 0.578432
0.190290 -0.637429 -0.294530 7.059866 1.899662 0.653019
0.207728 -0.632736 -0.292917 7.007265 2.059883 0.727191
0.225036 -0.627648 -0.291121 6.950286 2.218802 0.800903
0.242203 -0.622168 -0.289143 6.888965 2.376323 0.874108
0.259219 -0.616299 -0.286984 6.823339 2.532350 0.946763
0.276073 -0.610044 -0.284645 6.753450 2.686787 1.018823
0.292754 -0.603407 -0.282129 6.679339 2.839539 1.090244
0.309252 -0.596394 -0.279436 6.601053 2.990515 1.160983
0.325556 -0.589007 -0.276568 6.518639 3.139620 1.230995
0.341657 -0.581252 -0.273528 6.432148 3.286765 1.300239
0.357545 -0.573134 -0.270316 6.341633 3.431858 1.368672
0.373209 -0.564657 -0.266936 6.247149 3.574811 1.436251
0.388639 -0.555827 -0.263388 6.148752 3.715537 1.502936
0.403826 -0.546650 -0.259676 6.046504 3.853948 1.568686
0.418761 -0.537131 -0.255801 5.940465 3.989960 1.633460
0.433434 -0.527276 -0.251767 5.830700 4.123490 1.697219
0.447836 -0.517091 -0.247574 5.717276 4.254454 1.759922
0.461958 -0.506582 -0.243227 5.600261 4.382772 1.821532
0.475790 -0.495757 -0.238728 5.479726 4.508366 1.882011
0.489325 -0.484621 -0.234080 5.355743 4.631156 1.941321
0.502554 -0.473182 -0.229285 5.228389 4.751068 1.999425
0.515468 -0.461447 -0.224346 5.097739 4.868026 2.056287
0.528060 -0.449423 -0.219267 4.963872 4.981957 2.111873
0.540320 -0.437117 -0.214051 4.826870 5.092791 2.166147
0.552243 -0.424538 -0.208700 4.686815 5.200459 2.219076
0.563819 -0.411693 -0.203219 4.543792 5.304892 2.270626
0.575042 -0.398590 -0.197611 4.397888 5.406026 2.320765
0.585905 -0.385237 -0.191878 4.249190 5.503796 2.369463
0.596401 -0.371643 -0.186026 4.097789 5.598140 2.416687
0.606522 -0.357815 -0.180057 3.943776 5.689000 2.462408
0.616263 -0.343763 -0.173975 3.787245 5.776315 2.506598
0.625618 -0.329496 -0.167783 3.628291 5.860032 2.549227
0.634580 -0.315022 -0.161487 3.467011 5.940096 2.590270
0.643143 -0.300350 -0.155089 3.303502 6.016455 2.629699
0.651303 -0.285489 -0.148593 3.137863 6.089061 2.667489
0.659053 -0.270449 -0.142005 2.970196 6.157864 2.703615
0.666390 -0.255239 -0.135327 2.800604 6.222821 2.738055
0.673307 -0.239869 -0.128564 2.629188 6.283889 2.770786
0.679801 -0.224348 -0.121720 2.456055 6.341026 2.801786
0.685868 -0.208685 -0.114799 2.281310 6.394195 2.831034
0.691503 -0.192892 -0.107807 2.105061 6.443359 2.858512
0.696702 -0.176976 -0.100746 1.927415 6.488484 2.884200
0.701463 -0.160950 -0.093622 1.748481 6.529541 2.908082
0.705781 -0.144822 -0.086439 1.568370 6.566498 2.930141
0.709655 -0.128603 -0.079202 1.387194 6.599331 2.950361
0.713082 -0.112302 -0.071914 1.205062 6.628014 2.968729
0.716058 -0.095931 -0.064582 1.022090 6.652527 2.985232
0.718583 -0.079499 -0.057208 0.838389 6.672851 2.999857
0.720654 -0.063017 -0.049799 0.654073 6.688968 3.012593
0.722269 -0.046496 -0.042357 0.469258 6.700866 3.023432
0.723428 -0.029945 -0.034890 0.284059 6.708532 3.032364
0.724130 -0.013374 -0.027400 0.098591 6.711957 3.039381
0.724373 0.003204 -0.019892 -0.087031 6.711136 3.044479
0.724158 0.019781 -0.012373 -0.272689 6.706065 3.047651
0.723485 0.036345 -0.004845 -0.458267 6.696742 3.048893
0.722353 0.052885 0.002686 -0.643648 6.683170 3.048204
0.720763 0.069393 0.010215 -0.828716 6.665352 3.045581
0.718716 0.085856 0.017738 -1.013354 6.643296 3.041024
0.716213 0.102265 0.025249 -1.197444 6.617010 3.034535
0.713256 0.118609 0.032744 -1.380871 6.586508 3.026114
0.709845 0.134878 0.040219 -1.563517 6.551803 3.015765
0.705983 0.151061 0.047668 -1.745265 6.512914 3.003494
0.701672 0.167148 0.055086 -1.926001 6.469860 2.989305
