-0.647017 0.681830 0.295600 -4.837618 -3.804261 -1.649295
-0.658966 0.672433 0.291527 -4.770501 -3.872750 -1.678988
-0.670749 0.662868 0.287380 -4.702237 -3.940212 -1.708235
-0.682364 0.653135 0.283160 -4.632844 -4.006632 -1.737031
-0.693807 0.643239 0.278870 -4.562343 -4.071995 -1.765369
-0.705076 0.633181 0.274509 -4.490753 -4.136285 -1.793241
-0.716168 0.622965 0.270080 -4.418095 -4.199488 -1.820642
-0.727081 0.612592 0.265583 -4.344389 -4.261587 -1.847564
-0.737811 0.602066 0.261020 -4.269657 -4.322570 -1.874003
-0.748357 0.591389 0.256391 -4.193919 -4.382422 -1.899951
-0.758716 0.580564 0.251698 -4.117196 -4.441130 -1.925403
-0.768886 0.569595 0.246942 -4.039511 -4.498680 -1.950353
-0.778863 0.558483 0.242125 -3.960883 -4.555059 -1.974796
-0.788647 0.547232 0.237247 -3.881337 -4.610255 -1.998726
-0.798234 0.535845 0.232310 -3.800892 -4.664257 -2.022138
-0.807622 0.524324 0.227315 -3.719573 -4.717051 -2.045026
-0.816809 0.512673 0.222264 -3.637400 -4.768627 -2.067387
-0.825794 0.500894 0.217158 -3.554396 -4.818974 -2.089214
-0.834573 0.488992 0.211997 -3.470584 -4.868081 -2.110504
-0.843145 0.476967 0.206785 -3.385987 -4.915938 -2.131252
-0.851509 0.464825 0.201520 -3.300628 -4.962534 -2.151453
-0.859661 0.452568 0.196206 -3.214529 -5.007860 -2.171104
-0.867601 0.440198 0.190844 -3.127714 -5.051908 -2.190200
-0.875326 0.427720 0.185434 -3.040206 -5.094668 -2.208738
-0.882836 0.415136 0.179978 -2.952028 -5.136132 -2.226715
-0.890127 0.402450 0.174478 -2.863205 -5.176291 -2.244125
-0.897199 0.389664 0.168935 -2.773758 -5.215139 -2.260968
-0.904051 0.376783 0.163351 -2.683712 -5.252668 -2.277238
-0.910679 0.363809 0.157726 -2.593091 -5.288870 -2.292933
-0.917084 0.350745 0.152062 -2.501918 -5.323740 -2.308050
-0.923264 0.337596 0.146361 -2.410218 -5.357271 -2.322587
-0.929217 0.324363 0.140625 -2.318013 -5.389457 -2.336541
-0.934943 0.311051 0.134853 -2.225327 -5.420293 -2.349910
-0.940439 0.297663 0.129049 -2.132186 -5.449773 -2.362691
-0.945706 0.284202 0.123213 -2.038612 -5.477894 -2.374882
-0.950741 0.270672 0.117347 -1.944630 -5.504650 -2.386482
-0.955544 0.257075 0.111453 -1.850263 -5.530038 -2.397489
-0.960115 0.243416 0.105531 -1.755535 -5.554055 -2.407901
-0.964451 0.229698 0.099583 -1.660472 -5.576695 -2.417717
-0.968552 0.215923 0.093612 -1.565095 -5.597958 -2.426935
-0.972418 0.202096 0.087617 -1.469430 -5.617840 -2.435555
-0.976047 0.188220 0.081601 -1.373500 -5.636339 -2.443575
-0.979440 0.174298 0.075566 -1.277329 -5.653453 -2.450995
-0.982595 0.160334 0.069512 -1.180942 -5.669181 -2.457813
-0.985512 0.146332 0.063441 -1.084361 -5.683522 -2.464031
-0.988190 0.132293 0.057355 -0.987611 -5.696474 -2.469646
-0.990630 0.118223 0.051255 -0.890715 -5.708038 -2.474659
-0.992830 0.104124 0.045142 -0.793698 -5.718213 -2.479071
-0.994790 0.090000 0.039019 -0.696582 -5.726999 -2.482880
-0.996511 0.075854 0.032886 -0.599391 -5.734397 -2.486087
-0.997991 0.061690 0.026746 -0.502149 -5.740408 -2.488693
-0.999232 0.047512 0.020599 -0.404880 -5.745033 -2.490698
-1.000232 0.033321 0.014447 -0.307606 -5.748274 -2.492103
-1.000991 0.019123 0.008291 -0.210350 -5.750132 -2.492909
-1.001511 0.004920 0.002134 -0.113137 -5.750609 -2.493116
-1.001790 -0.009284 -0.004024 -0.015988 -5.749709 -2.492726
-1.001830 -0.023485 -0.010181 0.081073 -5.747434 -2.491739
-1.001630 -0.037682 -0.016336 0.178023 -5.743786 -2.490158
-1.001190 -0.051869 -0.022487 0.274839 -5.738770 -2.487984
-1.000511 -0.066043 -0.028632 0.371500 -5.732390 -2.485217
-0.999593 -0.080202 -0.034771 0.467982 -5.724649 -2.481861
-0.998438 -0.094342 -0.040901 0.564263 -5.715551 -2.477917
-0.997044 -0.108460 -0.047021 0.660321 -5.705102 -2.473387
-0.995413 -0.122551 -0.053130 0.756134 -5.693306 -2.468273
-0.993545 -0.136614 -0.059227 0.851680 -5.680168 -2.462577
-0.991441 -0.150644 -0.065310 0.946937 -5.665694 -2.456302
-0.989103 -0.164638 -0.071377 1.041883 -5.649890 -2.449451
-0.986529 -0.178593 -0.077427 1.136498 -5.632762 -2.442025
-0.983722 -0.192506 -0.083459 1.230758 -5.614316 -2.434028
-0.980682 -0.206374 -0.089471 1.324644 -5.594559 -2.425463
-0.977410 -0.220192 -0.095462 1.418134 -5.573497 -2.416332
-0.973907 -0.233959 -0.101430 1.511208 -5.551138 -2.406638
-0.970175 -0.247670 -0.107374 1.603844 -5.527490 -2.396386
-0.966213 -0.261323 -0.113293 1.696022 -5.502559 -2.385577
-0.962024 -0.274914 -0.119186 1.787721 -5.476355 -2.374217
-0.957608 -0.288441 -0.125050 1.878923 -5.448884 -2.362307
-0.952967 -0.301900 -0.130885 1.969605 -5.420156 -2.349852
-0.948102 -0.315287 -0.136689 2.059750 -5.390179 -2.336856
-0.943015 -0.328601 -0.142461 2.149336 -5.358962 -2.323322
-0.937706 -0.341838 -0.148200 2.238344 -5.326514 -2.309255
-0.932177 -0.354994 -0.153904 2.326756 -5.292845 -2.294658
-0.926430 -0.368068 -0.159571 2.414552 -5.257964 -2.279536
-0.920466 -0.381055 -0.165202 2.501713 -5.221881 -2.263892
-0.914287 -0.393953 -0.170794 2.588221 -5.184606 -2.247732
-0.907894 -0.406759 -0.176346 2.674056 -5.146149 -2.231060
-0.901289 -0.419470 -0.181856 2.759201 -5.106522 -2.213880
-0.894474 -0.432083 -0.187325 2.843638 -5.065734 -2.196197
-0.887450 -0.444595 -0.192749 2.927348 -5.023797 -2.178015
-0.880220 -0.457004 -0.198129 3.010314 -4.980721 -2.159341
-0.872784 -0.469306 -0.203462 3.092519 -4.936519 -2.140177
-0.865146 -0.481500 -0.208749 3.173945 -4.891201 -2.120530
-0.857306 -0.493581 -0.213986 3.254575 -4.844779 -2.100405
-0.849267 -0.505547 -0.219174 3.334393 -4.797266 -2.079806
-0.841031 -0.517397 -0.224312 3.413381 -4.748673 -2.058739
-0.832600 -0.529126 -0.229397 3.491523 -4.699013 -2.037209
-0.823976 -0.540733 -0.234429 3.568803 -4.648298 -2.015222
-0.815161 -0.552214 -0.239406 3.645206 -4.596541 -1.992783
-0.806158 -0.563567 -0.244328 3.720715 -4.543754 -1.969898
-0.796967 -0.574790 -0.249194 3.795314 -4.489951 -1.946573
-0.787593 -0.585881 -0.254002 3.868990 -4.435145 -1.922812
-0.778037 -0.596835 -0.258751 3.941725 -4.379349 -1.898622
-0.768300 -0.607652 -0.263441 4.013506 -4.322577 -1.874010
-0.758387 -0.618329 -0.268070 4.084318 -4.264843 -1.848979
-0.748299 -0.628863 -0.272637 4.154147 -4.206160 -1.823538
-0.738038 -0.639252 -0.277141 4.222978 -4.146541 -1.797691
-0.727607 -0.649494 -0.281581 4.290797 -4.086003 -1.771445
-0.717009 -0.659587 -0.285957 4.357592 -4.024558 -1.744807
-0.706246 -0.669527 -0.290266 4.423347 -3.962221 -1.717781
-0.695320 -0.679314 -0.294509 4.488051 -3.899007 -1.690375
-0.684235 -0.688945 -0.298684 4.551689 -3.834930 -1.662596
-0.672992 -0.698417 -0.302791 4.614250 -3.770006 -1.634448
-0.661595 -0.707729 -0.306828 4.675721 -3.704249 -1.605940
-0.650046 -0.716878 -0.310795 4.736089 -3.637674 -1.577077
-0.638348 -0.725863 -0.314690 4.795342 -3.570297 -1.547867
-0.626503 -0.734682 -0.318513 4.853469 -3.502133 -1.518315
-0.614515 -0.743332 -0.322264 4.910459 -3.433198 -1.488429
-0.602386 -0.751812 -0.325940 4.966299 -3.363506 -1.458215
-0.590119 -0.760120 -0.329542 5.020978 -3.293075 -1.427680
-0.577718 -0.768254 -0.333068 5.074486 -3.221919 -1.396831
-0.565184 -0.776212 -0.336518 5.126813 -3.150055 -1.365675
-0.552520 -0.783993 -0.339892 5.177947 -3.077499 -1.334219
-0.539731 -0.791594 -0.343187 5.227879 -3.004266 -1.302470
-0.526818 -0.799015 -0.346404 5.276598 -2.930374 -1.270435
-0.513785 -0.806253 -0.349542 5.324096 -2.855839 -1.238121
-0.500634 -0.813307 -0.352600 5.370363 -2.780676 -1.205535
-0.487370 -0.820175 -0.355578 5.415389 -2.704903 -1.172685
-0.473994 -0.826856 -0.358475 5.459166 -2.628537 -1.139577
-0.460509 -0.833349 -0.361289 5.501685 -2.551593 -1.106219
-0.446920 -0.839651 -0.364022 5.542938 -2.474090 -1.072618
-0.433229 -0.845762 -0.366671 5.582916 -2.396043 -1.038781
